Quote|Character|Nation|Bending|Episode|Book
That's right, I'm Sokka, it's pronounced with an 'okka', young ladies, I rocked ya!|Sokka|Water|None|The Tales of Ba Sing Se|Earth
You're right, Zuko. I've seen that girl in here quite a lot. Seems to me she has quite a little crush on you.|Iroh|Fire|Fire|The Tales of Ba Sing Se|Earth
It took my uncle ten minutes to do my hair.|Zuko|Fire|Fire|The Tales of Ba Sing Se|Earth
You have ... quite an appetite for a girl.|Zuko|Fire|Fire|The Tales of Ba Sing Se|Earth
I've brought you something. It's a coupon for a free cup of tea.|Zuko|Fire|Fire|The Tales of Ba Sing Se|Earth
My own tea shop? This is a dream come true!|Iroh|Fire|Fire|Lake Laogai|Earth
Wow, you're right! Patience really pays off!|Aang|Air|All|Lake Laogai|Earth
Oh, I simply took a short vacation to Lake Laogai, out in the country. It was quite relaxing.|Joo Dee|Earth|None|Lake Laogai|Earth
We can't wait around to get permission for everything.|Sokka|Water|None|Lake Laogai|Earth
That might come back to bite us in the blubber.|Sokka|Water|None|Lake Laogai|Earth
If the Avatar keeps searching for his bison, it could upset the delicate balance we've worked so hard to achieve in this city. It could even cost us control of the Earth King.|Long Feng|Earth|Earth|Lake Laogai|Earth
So, I was thinking about names for my new tea shop. How about the Jasmine Dragon? It's dramatic, poetic, has a nice ring to it.|Iroh|Fire|Fire|Lake Laogai|Earth
There is nothing wrong with a life of peace and prosperity. I suggest you think about what it is that you want from your life and why.|Iroh|Fire|Fire|Lake Laogai|Earth
I can feel his breathing and heartbeat. When people lie, there's a physical reaction. He's telling the truth.|Toph|Earth|Earth|Lake Laogai|Earth
Maybe Katara should kiss him. That should bring something back!|Sokka|Water|None|Lake Laogai|Earth
What do you plan to do now that you've found the Avatar's bison? Keep him locked in our new apartment? Should I go put on a pot of tea for him?|Iroh|Fire|Fire|Lake Laogai|Earth
And then what!? You never think these things through! This is exactly what happened when you captured the Avatar at the North Pole! You had him, and then you had nowhere to go!|Iroh|Fire|Fire|Lake Laogai|Earth
Is it your own destiny, or is it a destiny someone else has tried to force on you?|Iroh|Fire|Fire|Lake Laogai|Earth
I'm begging you, Prince Zuko! It's time for you to look inward and begin asking yourself the big questions. Who are you, and what do you want?|Iroh|Fire|Fire|Lake Laogai|Earth
Goooood morning, earthbending student!|Toph|Earth|Earth|Bitter Work|Earth
Hey, you never called me Sifu Katara.|Katara|Water|Water|Bitter Work|Earth
Sorry, Snoozles, we'll do our earthbending as quietly as we can.|Toph|Earth|Earth|Bitter Work|Earth
Oh, maybe I could learn to make a whirlpool out of land!|Toph|Earth|Earth|Bitter Work|Earth
The key to earthbending is your stance. You've got to be steady and strong. Rock is a stubborn element. If you're going to move it, you've got to be like a rock yourself.|Toph|Earth|Earth|Bitter Work|Earth
No, she's crazy, and she needs to go down.|Iroh|Fire|Fire|Bitter Work|Earth
You've got to stop thinking like an airbender. There's no different angle, no clever solution, no trickety-trick that's going to move that rock. You've got to face it head on.|Toph|Earth|Earth|Bitter Work|Earth
You're awfully cute, but unfortunately you're made of meat.|Sokka|Water|None|Bitter Work|Earth
Lightning is a pure form of firebending, without aggression. It is not fueled by rage or emotion the way other firebending is. Some call lightning the cold-blooded fire. It is precise and deadly, like Azula.|Iroh|Fire|Fire|Bitter Work|Earth
There is energy all around us. The energy is both yin and yang. Positive energy and negative energy. Only a select few firebenders can separate these energies. This creates an imbalance. The energy wants to restore balance, and in a moment the positive and negative energy come crashing back together, you provide release and guidance, creating lightning.|Iroh|Fire|Fire|Bitter Work|Earth
Remember, once you separate the energy, you do not command it. You are simply its humble guide.|Iroh|Fire|Fire|Bitter Work|Earth
There's nothing to say, you blew it! You had a perfect stance, and a perfect form. But when it came right down to it, you didn't have the guts!|Toph|Earth|Earth|Bitter Work|Earth
If you're not tough enough to stop the rock, then you can at least give it the pleasure of smashing you instead of jumping out of the way like a jelly-boned wimp!|Toph|Earth|Earth|Bitter Work|Earth
Yeah, whatever, go splash around until you feel better.|Toph|Earth|Earth|Bitter Work|Earth
You will not be able to master lightning until you have dealt with the turmoil inside you.|Iroh|Fire|Fire|Bitter Work|Earth
You must let go of your feelings of shame if you want your anger to go away.|Iroh|Fire|Fire|Bitter Work|Earth
Pride is not the opposite of shame, but its source. True humility is the only antidote to shame.|Iroh|Fire|Fire|Bitter Work|Earth
Well, my life has been nothing but humbling lately.|Iroh|Fire|Fire|Bitter Work|Earth
You probably think I deserve this, don't you? Look, I'm sorry I hunted you, but that's just the natural order of things. Big things eat smaller things, nothing personal. But this time it didn't work out that way. I admit it ... you're cute|Sokka|Water|None|Bitter Work|Earth
Okay, you convinced me, if I get out of this alive, it's a karmically correct, vegetarian existence for me. No meat. Even though meat is so tasty.|Sokka|Water|None|Bitter Work|Earth
Fire is the element of power. he people of the Fire Nation have desire and will, and the energy to drive and achieve what they want.|Iroh|Fire|Fire|Bitter Work|Earth
Earth is the element of substance. The people of the Earth Kingdom are diverse and strong. They are persistent and enduring.|Iroh|Fire|Fire|Bitter Work|Earth
Air is the element of freedom. The Air Nomads detached themselves from worldly concerns and found peace and freedom. Also, they apparently had pretty good senses of humor!|Iroh|Fire|Fire|Bitter Work|Earth
Water is the element of change. The people of the Water Tribe are capable of adapting to many things. They have a deep sense of community and love that holds them together through anything.|Iroh|Fire|Fire|Bitter Work|Earth
It is important to draw wisdom from many different places. If you take it from only one place, it becomes rigid and stale.|Iroh|Fire|Fire|Bitter Work|Earth
Understanding others, the other elements, and the other nations will help you become whole.|Iroh|Fire|Fire|Bitter Work|Earth
It is the combination of the four elements in one person that makes the Avatar so powerful.|Iroh|Fire|Fire|Bitter Work|Earth
Aang, I found these nuts in your bag. I figured you wouldn't mind. And besides, even if you did, you're too much of a pushover to do anything about it.|Toph|Earth|Earth|Bitter Work|Earth
Okay, karma person or thing, whoever's in charge of this stuff. If I can just get out of this situation alive, I will give up meat and sarcasm. Okay?|Sokka|Water|None|Bitter Work|Earth
That's all I got. It's pretty much my whole identity. Sokka, the meat and sarcasm guy. But I'm willing to be Sokka, the veggies and straight talk fellow. Deal?|Sokka|Water|None|Bitter Work|Earth
Aggh, stop, stop! You're going to pull my fingers off and I don't think the rest of me is coming!|Sokka|Water|None|Bitter Work|Earth
Aang, this is my friend, Foo Foo Cuddlypoops. Foo Foo Cuddlypoops, Aang.|Sokka|Water|None|Bitter Work|Earth
Waterbenders deal with the flow of energy. A waterbender lets their defense become their offense, turning their opponents' energy against them.|Iroh|Fire|Fire|Bitter Work|Earth
f you let the energy in your own body flow, the lightning will follow it. You must create a pathway from your fingertips, up your arm to your shoulder, then down into your stomach.|Iroh|Fire|Fire|Bitter Work|Earth
The stomach is the source of energy in your body. It is called the sea of chi. Only in my case it is more like a vast ocean.|Iroh|Fire|Fire|Bitter Work|Earth
But I'm not going to shoot lightning at you! If you're lucky, you will never have to use this technique at all!|Iroh|Fire|Fire|Bitter Work|Earth
Earthbend, Twinkle Toes. You just stood your ground against a crazy beast. And even more impressive, you stood your ground against me. You've got stuff.|Toph|Earth|Earth|Bitter Work|Earth
Awww, this is a really wonderful, touching moment. So could you get me out of here so I can give you both a big, snuggly hug?|Sokka|Water|None|Bitter Work|Earth
The whole time, I was in that hole, not knowing if I was going to live or die. It makes a man to think about what's really important.|Sokka|Water|None|Bitter Work|Earth
Appa, Appa, I can earthbend now! The key is being completely rooted. Physically and mentally unmovable!|Aang|Air|All|Bitter Work|Earth
You've always thrown everything you could at me! Well, I can take it, and now I can give it back! Come on, strike me! You've never held back before!|Zuko|Fire|Fire|Bitter Work|Earth
One good hour after weeks of trouble isn't much of a roll.|Katara|Water|Water|The Earth King|Earth
I've seen enough of Ba Sing Se. And I can't even see!|Toph|Earth|Earth|The Earth King|Earth
I don't trust the new positive Sokka. Long Feng brainwashed you, didn't he!?|Toph|Earth|Earth|The Earth King|Earth
Surface-to-air rocks! More incoming!|Sokka|Water|None|The Earth King|Earth
How should I know? I'm still voting we leave Ba Sing Se.|Toph|Earth|Earth|The Earth King|Earth
You invade my palace, lay waste to all my guards, break down my fancy door, and you expect me to trust you?|Kuei|Earth|None|The Earth King|Earth
See? We're friends, Your Earthiness.|Aang|Air|All|The Earth King|Earth
That happens to be a large birth mark. Thanks for showing everyone.|Long Feng|Earth|Earth|The Earth King|Earth
So this is what a train is like? I didn't realize it would be this ... public.|Kuei|Earth|None|The Earth King|Earth
Dai Li! Arrest Long Feng! I want him to stand trial for crimes against the Earth Kingdom.|Kuei|Earth|None|The Earth King|Earth
Looks like Long Feng is long gone! Ha! Ah, yeah, I've been waiting to use that one.|Sokka|Water|None|The Earth King|Earth
All this time, what I thought was a great metropolis was merely a city of fools. And that makes me the king fool.|Kuei|Earth|None|The Earth King|Earth
You should know that this is not a natural sickness, but that shouldn't stop you from enjoying tea.|Iroh|Fire|Fire|The Earth King|Earth
Your critical decision. What you did beneath that lake. It was in such conflict with your image of yourself that you are now at war within your own mind and body.|Iroh|Fire|Fire|The Earth King|Earth
You are going through a metamorphosis, my nephew. It will not be a pleasant experience, but when you come out of it, you will be the beautiful prince you were always meant to be.|Iroh|Fire|Fire|The Earth King|Earth
Aahh! Great. That's enough. Okay, we love each other. Seriously.|Sokka|Water|None|The Earth King|Earth
Everything is gonna work out perfectly. From now on and forever.|Sokka|Water|None|The Earth King|Earth
But just to be on the safe side ... Mai and Ty Lee, take the earthbenders out!|Azula|Fire|Fire|The Drill|Earth
I assure you the Fire Nation cannot penetrate this wall. Many have tried to break through it, but none have succeeded.|General Sung|Earth|Earth|The Drill|Earth
Nevertheless, that is why the city is named Ba Sing Se. It's the 'impenetrable city'. They don't call it Na Sing Se. That means 'penetrable city.'|General Sung|Earth|Earth|The Drill|Earth
So I'm the only one who can ever come up with a plan? That's a lot of pressure.|Sokka|Water|None|The Drill|Earth
But may I just say you're like a flower in bloom. Your beauty is intoxicating.|Iroh|Fire|Fire|The Drill|Earth
You're pretty easy on the eyes yourself, handsome. Raorr! Welcome to Ba Sing Se|Ticket lady|Earth|None|The Drill|Earth
Ty Lee. She doesn't look dangerous, but she knows the human body and its weak points. It's like she takes you down from the inside.|Katara|Water|Water|The Drill|Earth
Hey, look at that dust cloud. It's so ... poofy. Poof.|Ty Lee|Fire|None|The Drill|Earth
It's so dark down here, I can't see a thing!|Sokka|Water|None|The Drill|Earth
No way am I going in that metal monster. I can't bend in there. I'll try to slow it down out here.|Toph|Earth|Earth|The Drill|Earth
Blaugh! Ugh, coldest tea in Ba Sing Se is more like it! What a disgrace!|Iroh|Fire|Fire|The Drill|Earth
I know you're not supposed to cry over spilled tea, but ... it's just so sad!|Iroh|Fire|Fire|The Drill|Earth
What's this 'we' stuff? Aang and I are going to have to do all the work.|Katara|Water|Water|The Drill|Earth
Look, I'm the plan guy. You two are the cut stuff up with waterbending guys. Together, we're Team Avatar!|Sokka|Water|None|The Drill|Earth
She can shoot all the lightning she wants at me. I am not going in that wall sludge juice.|Mai|Fire|None|The Drill|Earth
Why don't you try blocking my chi now, circus freak?|Katara|Water|Water|The Drill|Earth
Soldiers, whatever you do, don't stop shooting rocks down there!|General Sung|Earth|Earth|The Drill|Earth
You know, I'm just about sick and tired of you telling me what to do all day! You're like a chattering hog-monkey!|Katara|Water|Water|The Drill|Earth
What I'd give to be a metalbender.|Aang|Air|All|The Drill|Earth
Enough with the Team Avatar stuff. No matter how many times you say it, it's not going to catch on.|Katara|Water|Water|The Drill|Earth
How about ... the Boomeraang Squad! See it's good because it's got 'Aang' in it. Boomeraang.|Sokka|Water|None|The Drill|Earth
The Aang Gang?|Sokka|Water|None|The Drill|Earth
The Fearsome Foursome?|Sokka|Water|None|The Drill|Earth
Hey, don't jinx it! We can still be attacked by some giant exploding Fire Nation spoon. Or find out the city's been submerged in an ocean full of killer shrimp!|Sokka|Water|None|City of Walls and Secrets|Earth
You been hitting the cactus juice again?|Toph|Earth|Earth|City of Walls and Secrets|Earth
I'm just sayin', weird stuff happens to us.|Sokka|Water|None|City of Walls and Secrets|Earth
It's just a bunch of walls and rules. You wait, you'll get sick of it in a couple of days.|Toph|Earth|Earth|City of Walls and Secrets|Earth
Hello, my name is Joo Dee! I have been given the great honor of showing the Avatar around Ba Sing Se. And you must be Sokka, Katara, and Toph! Welcome to our wonderful city. Shall we get started?|Joo Dee|Earth|None|City of Walls and Secrets|Earth
You're in Ba Sing Se now. Everyone is safe here.|Joo Dee|Earth|None|City of Walls and Secrets|Earth
This city is a prison. I don't want to make a life here.|Zuko|Fire|Fire|City of Walls and Secrets|Earth
Life happens wherever you are, whether you make it or not.|Iroh|Fire|Fire|City of Walls and Secrets|Earth
Blech! This tea is nothing more than hot leaf juice!|Iroh|Fire|Fire|City of Walls and Secrets|Earth
How could a member of my own family say something so horrible?!|Iroh|Fire|Fire|City of Walls and Secrets|Earth
Those men are agents of the Dai Li, the cultural authority of Ba Sing Se. They are the guardians of all our traditions!|Joo Dee|Earth|None|City of Walls and Secrets|Earth
The Earth King is very busy running the finest city in the world!|Joo Dee|Earth|None|City of Walls and Secrets|Earth
Shh, listen, you can't mention the War here. And whatever you do, stay away from the Dai Li.|Pong|Earth|None|City of Walls and Secrets|Earth
We've been working in a tea shop all day! I'm sick of tea!|Zuko|Fire|Fire|City of Walls and Secrets|Earth
Sick of tea? That's like being sick of breathing!|Iroh|Fire|Fire|City of Walls and Secrets|Earth
Well, no offense to you simple country folk, but a real society crowd will spot you a mile away. You've got no manners!|Toph|Earth|Earth|City of Walls and Secrets|Earth
Excuse me? I've got no manners?! You're not exactly 'lady fancy fingers!'|Katara|Water|Water|City of Walls and Secrets|Earth
I learned proper society behavior and chose to leave it. You never learned anything. And frankly, it's a little too late.|Katara|Water|Water|City of Walls and Secrets|Earth
Yeah, I'm mastering every element. How hard could manners be?|Aang|Air|All|City of Walls and Secrets|Earth
Good evening, Mr. Sokka Water Tribe, Ms. Katara Water Tribe, Lord Momo of the Momo Dynasty. Your Momo-ness.|Aang|Air|All|City of Walls and Secrets|Earth
Avatar Aang, how do you do? Go on.|Sokka|Water|None|City of Walls and Secrets|Earth
Katara might be able to pull it off, but you two would be lucky to pass as busboys!|Toph|Earth|Earth|City of Walls and Secrets|Earth
Wow, you look beautiful.|Aang|Air|All|City of Walls and Secrets|Earth
Don't talk to the commoners, Katara. First rule of society.|Toph|Earth|Earth|City of Walls and Secrets|Earth
Maybe you've forgotten why we need to start over. Maybe you've forgotten about how the Fire Nation left us all homeless. How they wiped out all the people we loved.|Jet|Earth|None|City of Walls and Secrets|Earth
The secret ingredient is love.|Iroh|Fire|Fire|City of Walls and Secrets|Earth
It's beautiful, isn't it? By the way, I'm Long Feng. I'm a cultural minister to the king.|Long Feng|Earth|Earth|City of Walls and Secrets|Earth
Look, I came up with a back-up plan. We dress Momo like a ghost, okay? He flies by the guards, creating a distraction. Then, we blast a hole in the wall-|Sokka|Water|None|City of Walls and Secrets|Earth
I'd know your little footsteps anywhere, Twinkle Toes.|Toph|Earth|Earth|City of Walls and Secrets|Earth
The Earth King has no time to get involved with political squabbles and the day to day minutia of military activities.|Long Feng|Earth|Earth|City of Walls and Secrets|Earth
What's most important to his royal majesty is maintaining the cultural heritage of Ba Sing Se. All his duties relate to issuing decrees on such matters. It's my job to oversee the rest of the city's resources, including the military.|Long Feng|Earth|Earth|City of Walls and Secrets|Earth
Enough! I don't want to hear your ridiculous plan. It is the strict policy of Ba Sing Se that the War not be mentioned within the walls. Constant news of an escalating war will throw the citizens of Ba Sing Se into a state of panic.|Long Feng|Earth|Earth|City of Walls and Secrets|Earth
In silencing talk of conflict, Ba Sing Se remains a peaceful, orderly utopia: the last one on Earth.|Long Feng|Earth|Earth|City of Walls and Secrets|Earth
I understand you've been looking for your bison. It would be quite a shame if you were not able to complete your quest.|Long Feng|Earth|Earth|City of Walls and Secrets|Earth
Look! There's a coupon on the back! The first lesson is free.|Aang|Air|All|The Blind Bandit|Earth
So, are you ready to commit to more lessons? If you pay for the whole year in advance, I'll bump you up to the next belt!|Yu|Earth|Earth|The Blind Bandit|Earth
Oh ... a girl has her ways.|Katara|Water|Water|The Blind Bandit|Earth
Hey, front row seats! I wonder why no one else is sitting here.|Aang|Air|All|The Blind Bandit|Earth
Listen up, Hippo. You may be big, but you ain't bad!|The Boulder|Earth|Earth|The Blind Bandit|Earth
Yeah! Wooo! The Boulder knows how to put the hurt in the dirt!|Sokka|Water|None|The Blind Bandit|Earth
The Boulder feels conflicted about fighting a young blind girl.|The Boulder|Earth|Earth|The Blind Bandit|Earth
Whenever you're ready, The Pebble!|Toph|Earth|Earth|The Blind Bandit|Earth
Do people really want to see two little girls fighting out here?|Toph|Earth|Earth|The Blind Bandit|Earth
Somebody's a little light on his feet! What's your fighting name: the Fancy Dancer?|Toph|Earth|Earth|The Blind Bandit|Earth
What are you doing here, Twinkle Toes?!|Toph|Earth|Earth|The Blind Bandit|Earth
Don't answer to Twinkle Toes, it's not manly!|Sokka|Water|None|The Blind Bandit|Earth
What Aang is trying to say is, he's the Avatar. And if he doesn't master earthbending soon, he won't be able to defeat the Fire Lord.|Katara|Water|Water|The Blind Bandit|Earth
I'd like to defeat the Fire Lord by the end of summer, but I can't do that without finding an earthbending teacher first.|Aang|Air|All|The Blind Bandit|Earth
Even though I was born blind, I've never had a problem seeing. I see with earthbending. It's kind of like seeing with my feet. I feel the vibrations in the Earth, and I can see where everything is.|Toph|Earth|Earth|The Blind Bandit|Earth
You think you're so tough? Why don't you come up here so I can snap that grin off your face?|Toph|Earth|Earth|The Blind Bandit|Earth
I love fighting. I love being an earthbender, and I'm really, really good at it.|Toph|Earth|Earth|The Blind Bandit|Earth
You're going to be a great teacher, Toph.|Aang|Air|All|The Blind Bandit|Earth
That's not gross, it's just a part of spring! You know, rebirth, flowers blooming and Appa gets a new coat.|Aang|Air|All|The Chase|Earth
I'm just glad we finally have another girl in the group, because you two are disgusting.|Katara|Water|Water|The Chase|Earth
Excuse me, does anyone have a razor? Because I've got some hairy pits!|Toph|Earth|Earth|The Chase|Earth
Katara, I'm fine. I can carry my own weight. I don't need a fire, I've already collected my own food and look,  my tent's all set up.|Toph|Earth|Earth|The Chase|Earth
Your powers of perception are frightening.|Sokka|Water|None|The Chase|Earth
Really? You need me to help unload Sokka's funky-smelling sleeping bag?|Toph|Earth|Earth|The Chase|Earth
Look here, sugar queen, I gave up everything I had so that I could teach Aang earthbending. So don't you talk to me about being selfish!|Toph|Earth|Earth|The Chase|Earth
Okay, forget about setting up camp. I'm finding the softest pile of dirt and going to sleep.|Sokka|Water|None|The Chase|Earth
Oh, just some angry freak with a ponytail who's tracked us all over the world.|Sokka|Water|None|The Chase|Earth
What's wrong with ponytails, Ponytail?|Katara|Water|Water|The Chase|Earth
Well, it certainly tells the other warriors that you're fun and perky.|Katara|Water|Water|The Chase|Earth
Maybe we should face them. Find out who they are. Who knows, maybe they're friendly.|Aang|Air|All|The Chase|Earth
Okay, three on three plus Sokka.|Toph|Earth|Earth|The Chase|Earth
Well, we wanted to find out who they were and we found out. Now let's get out of here.|Sokka|Water|None|The Chase|Earth
The crazy blue firebending and the flying daggers are bad enough, but last time we saw them, one of those girls did something that took my bending away. That's scary.|Katara|Water|Water|The Chase|Earth
Hey, I never asked you for diddly-doo-dah.|Toph|Earth|Earth|The Chase|Earth
Ow ... That really hurt my tailbone.|Iroh|Fire|Fire|The Chase|Earth
Hmmm ... they're not wads, they're more like bundles, or bunches? It's got an 'uh' sound.|Ty Lee|Fire|None|The Chase|Earth
Thanks Appa, I don't know what we'd do without you.|Sokka|Water|None|The Chase|Earth
Was it just me, or was that guy kind of cute?|Ty Lee|Fire|None|The Chase|Earth
You mean you haven't guessed? You don't see the family resemblance? Here's a hint. I must find the Avatar to restore my honor! It's okay, you can laugh. It's funny.|Azula|Fire|Fire|The Chase|Earth
I poured your tea because I wanted to and for no other reason.|Iroh|Fire|Fire|The Chase|Earth
People see me and think I'm weak. They want to take care of me, but I can take care of myself, by myself.|Toph|Earth|Earth|The Chase|Earth
There is nothing wrong with letting the people who love you help you.|Iroh|Fire|Fire|The Chase|Earth
Not that I love you, I just met you.|Iroh|Fire|Fire|The Chase|Earth
I know he doesn't want me around him right now, but if he needs me, I'll be there.|Iroh|Fire|Fire|The Chase|Earth
Sharing tea with a fascinating stranger is one of life's true delights.|Iroh|Fire|Fire|The Chase|Earth
Oh, and about your nephew, maybe you should tell him that you need him, too.|Toph|Earth|Earth|The Chase|Earth
I was wondering when you'd show up, Zuzu.|Azula|Fire|Fire|The Chase|Earth
Well, look at this. Enemies and traitors, all working together. I'm done. I know when I'm beaten. You got me. A princess surrenders with honor.|Azula|Fire|Fire|The Chase|Earth
It would be nice if your Avatar powers could be just a little more specific from time to time.|Sokka|Water|None|The Crossroads of Destiny|Earth
This coup must be swift and decisive. The Earth King and each of the five generals must be taken out simultaneously.|Azula|Fire|Fire|The Crossroads of Destiny|Earth
If I sense any disloyalty, any hesitation, any weakness at all, I will snuff it out.|Azula|Fire|Fire|The Crossroads of Destiny|Earth
Nice speech, Azula. It was pretty and poetic, but also scary in a good way.|Ty Lee|Fire|None|The Crossroads of Destiny|Earth
I thought you were going to make that one guy pee his pants.|Mai|Fire|None|The Crossroads of Destiny|Earth
Many times I imagined myself here, at the threshold of the palace.  But I always thought I would be here as a conqueror. Instead, we are the Earth King's personal guests, here to serve him tea. Destiny is a funny thing.|Iroh|Fire|Fire|The Crossroads of Destiny|Earth
Have you met the Dai Li? They're earthbenders, but they have a killer instinct that's so firebender. I just love it.|Azula|Fire|Fire|The Crossroads of Destiny|Earth
You're so dramatic. What? Are you going to challenge me to an Agni Kai?|Azula|Fire|Fire|The Crossroads of Destiny|Earth
I met him in the woods once and knocked him down. Then he gave me some tea and some very good advice.|Toph|Earth|Earth|The Crossroads of Destiny|Earth
Then we'll work together to fight Azula, and save Katara and Zuko.|Aang|Air|All|The Crossroads of Destiny|Earth
You're a terrible person! You know that? Always following us! Hunting the Avatar! Trying to capture the world's last hope for peace! But what do you care? You're the Fire Lord's son. Spreading war and violence and hatred is in your blood!|Katara|Water|Water|The Crossroads of Destiny|Earth
We should split up. Aang, you go with Iroh to look for Katara and the angry jerk, no offense.|Sokka|Water|None|The Crossroads of Destiny|Earth
Toph thinks you give pretty good advice, and great tea!|Aang|Air|All|The Crossroads of Destiny|Earth
Perfection and power are overrated. I think you were very wise to choose happiness and love.|Iroh|Fire|Fire|The Crossroads of Destiny|Earth
Sometimes, life is like this dark tunnel. You can't always see the light at the end of the tunnel, but if you just keep moving, you will come to a better place.|Iroh|Fire|Fire|The Crossroads of Destiny|Earth
What are you in time for, cutie?|Ty Lee|Fire|None|The Crossroads of Destiny|Earth
Uh, I'm kinda involved with Suki.|Sokka|Water|None|The Crossroads of Destiny|Earth
Oooh, it's like we're dancing together!|Ty Lee|Fire|None|The Crossroads of Destiny|Earth
Now comes the part where I double cross you. Dai Li, arrest the Fire Nation princess!|Long Feng|Earth|Earth|The Crossroads of Destiny|Earth
I can see your whole history in your eyes. You were born with nothing, so you've had to struggle, and connive, and claw your way to power. But true power, the divine right to rule, is something you're born with.|Azula|Fire|Fire|The Crossroads of Destiny|Earth
You've beaten me at my own game.|Long Feng|Earth|None|The Crossroads of Destiny|Earth
Don't flatter yourself! You were never even a player.|Azula|Fire|Fire|The Crossroads of Destiny|Earth
I used to think this scar marked me. The mark of the banished prince, cursed to chase the Avatar forever. But lately, I've realized I'm free to determine my own destiny, even if I'll never be free of my mark.|Zuko|Fire|Fire|The Crossroads of Destiny|Earth
You're not the man you used to be, Zuko. You are stronger and wiser and freer than you have ever been. And now you have come to the crossroads of your destiny. It's time for you to choose. It's time for you to choose good.|Iroh|Fire|Fire|The Crossroads of Destiny|Earth
I need you, Zuko. I've plotted every move of this day, this glorious day in Fire Nation history, and the only way we win is together. At the end of this day, you will have your honor back. You will have Father's love. You will have everything you want.|Azula|Fire|Fire|The Crossroads of Destiny|Earth
Zuko, I am begging you. Look into your heart and see what it is that you truly want.|Iroh|Fire|Fire|The Crossroads of Destiny|Earth
Come on, it's easy. You just walk on your front paws instead of your rear ones.|Ty Lee|Fire|None|The Crossroads of Destiny|Earth
I betrayed Uncle.|Zuko|Fire|Fire|The Crossroads of Destiny|Earth
The Earth Kingdom ... has fallen.|Kuei|Earth|None|The Crossroads of Destiny|Earth
I can't believe it. I know the War has spread far, but Omashu always seemed ... untouchable.|Aang|Air|All|Return to Omashu|Earth
A secret passage? Why didn't we just use this last time?|Sokka|Water|None|Return to Omashu|Earth
Uh, he has pentapox, sir. Umm, it's highly contagious.|Katara|Water|Water|Return to Omashu|Earth
Oh, it's so awful. I'm dying|Sokka|Water|None|Return to Omashu|Earth
Thank you, sewer friends.|Aang|Air|All|Return to Omashu|Earth
The Royal Procession is dead weight. If I want to catch my prey, I must be agile, nimble. I need a small, elite team. It's time to visit some old friends.|Azula|Fire|Fire|Return to Omashu|Earth
There really is no fathoming the depths of my hatred for this place.|Mai|Fire|None|Return to Omashu|Earth
I thought my life was boring in the Fire Nation, but this place is unbearably bleak. Nothing ever happens.|Mai|Fire|None|Return to Omashu|Earth
Certainly our parents didn't send us to the Royal Fire Academy for Girls to end up in ... places like this.|Azula|Fire|Fire|Return to Omashu|Earth
But the truth is, I'm really happy here. I mean, my aura has never been pinker!|Ty Lee|Fire|None|Return to Omashu|Earth
I'll take your word for it. Well, I wouldn't want you to give up the life you love just to please me.|Azula|Fire|Fire|Return to Omashu|Earth
The day of the invasion, we readied ourselves for battle. We were prepared to defend our city ... to fight for our lives and for our freedom. But before we even had a chance, King Bumi surrendered.|Yung|Earth|Earth|Return to Omashu|Earth
You don't understand. They've taken our home, and we have to fight them at any cost!|Yung|Earth|Earth|Return to Omashu|Earth
You're all about to come down with a nasty case of pentapox.|Sokka|Water|None|Return to Omashu|Earth
Okay everyone! Into sick formation.|Sokka|Water|None|Return to Omashu|Earth
Come on, Flopsie. You gotta help me find Bumi. Yip Yip! Oh ... I guess that doesn't work with you. Let's go!|Aang|Air|All|Return to Omashu|Earth
The universe has given me strong hints that it's time for a career change. I want to join you on your mission.|Ty Lee|Fire|None|Return to Omashu|Earth
No! Bad Fire Nation baby!|Sokka|Water|None|Return to Omashu|Earth
Please tell me you're here to kill me.|Mai|Fire|None|Return to Omashu|Earth
We're trading a two year old for a king. A powerful, earthbending king?|Azula|Fire|Fire|Return to Omashu|Earth
There are options in fighting, called jing. It's a choice of how you direct your energy.|Bumi|Earth|Earth|Return to Omashu|Earth
Well, technically there are eighty-five, but let's just focus on the third. Neutral jing is the key to earthbending. It involves listening and waiting for the right moment to strike.|Bumi|Earth|Earth|Return to Omashu|Earth
Your teacher will be someone who has mastered neutral jing. You need to find someone who waits and listens before striking|Bumi|Earth|Earth|Return to Omashu|Earth
Choose well. A sky bison is a companion for life.|Iio|Air|Air|Appa's Lost Days|Earth
No sudden movements. He's been lost for a while and he looks like he's hurt. He's shy around people and scared. Stay low and stay quiet.|Suki|Earth|None|Appa's Lost Days|Earth
My, my, you're easy to find. It's really astounding my brother hasn't captured you yet.|Azula|Fire|Fire|Appa's Lost Days|Earth
Who are you? The Avatar's fan girls?|Azula|Fire|Fire|Appa's Lost Days|Earth
Oh, I get it. Good one, Azula.|Ty Lee|Fire|None|Appa's Lost Days|Earth
No Avatar, huh. Well, that's okay. Any friend of the Avatar is an enemy of mine!|Azula|Fire|Fire|Appa's Lost Days|Earth
You're so colorful, it's making me nauseous.|Mai|Fire|None|Appa's Lost Days|Earth
You're not prettier than we are.|Ty Lee|Fire|None|Appa's Lost Days|Earth
Afraid of fire, I see. That's good. You should be.|Azula|Fire|Fire|Appa's Lost Days|Earth
Don't you know fans just make flames stronger?|Azula|Fire|Fire|Appa's Lost Days|Earth
